quantity,ch12_window_min,ch12_window_max,test_min,test_max
review_rate,0.1551132463967055,0.2240618101545254,0.1749552772808587,0.2732638888888888
score_psi,0.0017308011144242,0.0168341756351704,0.0033337113178059,0.1808534215475747
max_feature_psi,0.5625619352763409,1.1625513994548966,0.838735951801124,1.3376410981835083
