arm_id,rule,threshold,tp,fp,fn,tn,review_rate,precision,recall,cost_ed,cost_fx,savings_ed,savings_fx
lgbm__natural,default 0.50,0.5,1125,307,1512,74878,0.018400966307727893,0.7856145251396648,0.42662116040955633,274602.2349457741,151507.0,0.31820345151402574,0.42545695866514976
lgbm__natural,fixed-ratio analytic (0.0099),0.009900990099009901,2631,71235,6,3950,0.949166045591221,0.03561855251401186,0.9977246871444824,295706.01799726486,71835.0,0.26580589383448056,0.7275881683731513
lgbm__natural,fixed-ratio cost-minimising,0.06040155577899405,2426,20979,211,54206,0.30075043046953304,0.10365306558427687,0.9199848312476299,114624.45498085022,42079.0,0.7154045093862326,0.8404285172544558
lgbm__natural,"example-dependent, global",0.08704082880739572,2285,12344,352,62841,0.18798026265066434,0.15619659580285733,0.8665149791429655,106661.17780733109,47544.0,0.7351761434103133,0.8197042093287827
lgbm__natural,"example-dependent, per-transaction (Elkan)",,2340,27857,297,47328,0.3880265220631698,0.07749114150412292,0.8873720136518771,132181.168987751,57557.0,0.6718137971146297,0.781733029958286
