smote_ratio,valid_pr_auc,valid_roc_auc,brier_raw,brier_analytic
0.05,0.5918075111991211,0.9306484984617265,0.02110748356082453,0.02310350116705742
0.1,0.5920548981971373,0.9291271695410201,0.020983185321312048,0.02298299000035928
0.25,0.5897706197969258,0.9279214519493051,0.02109223297694568,0.02310939081655323
0.5,0.5885229181626275,0.9270395570082737,0.021019263022006424,0.023092399020220398
1.0,0.5864454899963093,0.9262349130519135,0.02107440604124514,0.023143652071457785
